timestamp,open,high,low,close,volume
2024-01-01 07:30:00,29953.14,29959.85,29938.92,29941.23,2768
2024-01-01 07:45:00,30021.02,30031.59,30008.87,30023.76,606
2024-01-01 08:00:00,29997.5,30005.77,29974.6,29991.84,1188
2024-01-01 08:15:00,29979.9,29992.62,29950.08,29962.68,2977
2024-01-01 08:30:00,29942.21,29964.12,29938.97,29949.74,1138
2024-01-01 08:45:00,29888.6,29894.58,29863.67,29873.48,974
2024-01-01 09:00:00,30012.96,30014.0,29997.33,29998.7,1932
2024-01-01 09:15:00,29943.8,29954.53,29891.41,29901.37,633
2024-01-01 09:30:00,29948.57,29952.72,29914.88,29930.58,2317
2024-01-01 09:45:00,29976.14,29979.52,29962.36,29974.87,2874
2024-01-01 10:00:00,29994.83,29998.95,29985.51,29988.27,2995
2024-01-01 10:15:00,29913.04,29949.68,29912.42,29942.12,1201
2024-01-01 10:30:00,29926.51,29928.55,29909.28,29916.68,2483
2024-01-01 10:45:00,29977.91,29994.7,29954.28,29967.57,622
2024-01-01 11:00:00,30032.62,30049.56,30016.52,30020.09,527
2024-01-01 11:15:00,30067.02,30086.41,30056.14,30064.66,2375
2024-01-01 11:30:00,30022.79,30044.91,30005.66,30037.66,2167
2024-01-01 11:45:00,30068.75,30083.86,30026.88,30033.88,1388
2024-01-01 12:00:00,29926.72,29958.46,29911.48,29953.26,2198
2024-01-01 12:15:00,30054.53,30063.56,30041.41,30053.27,702
2024-01-01 12:30:00,29967.02,30003.14,29947.12,29988.47,2621
2024-01-01 12:45:00,29949.9,29963.25,29933.45,29952.79,630
2024-01-01 13:00:00,30020.5,30040.45,29985.25,30003.02,971
2024-01-01 13:15:00,30020.52,30036.44,30011.21,30034.75,1285
2024-01-01 13:30:00,29958.92,29964.94,29953.47,29962.68,1262
2024-01-01 13:45:00,29881.04,29898.02,29867.37,29890.09,1032
2024-01-01 14:00:00,30056.79,30060.86,30012.77,30027.41,2664
2024-01-01 14:15:00,30008.81,30023.91,29962.55,29978.85,2693
2024-01-01 14:30:00,30032.11,30080.85,30016.5,30080.04,1999
2024-01-01 14:45:00,30022.7,30034.21,29983.35,29988.71,2693
2024-01-01 15:00:00,30039.33,30049.92,30017.73,30036.01,691
2024-01-01 15:15:00,29966.85,29999.33,29962.7,29998.81,2664
2024-01-01 15:30:00,30060.59,30061.84,30007.05,30026.88,2397
2024-01-01 15:45:00,29989.76,29994.12,29898.86,29904.11,544
2024-01-01 16:00:00,29941.5,29992.53,29931.8,29979.35,2004
2024-01-01 16:15:00,29996.1,30013.68,29966.4,29979.76,653
2024-01-01 16:30:00,30062.37,30074.67,30057.51,30063.84,832
2024-01-01 16:45:00,29933.06,29977.77,29913.68,29960.23,2198
2024-01-01 17:00:00,29979.24,29994.53,29919.67,29924.95,1080
2024-01-01 17:15:00,30035.56,30036.74,30015.89,30035.25,1650
2024-01-01 17:30:00,29946.91,29956.23,29940.94,29955.15,1185
2024-01-01 17:45:00,30041.14,30064.38,30038.46,30055.44,964
2024-01-01 18:00:00,29905.4,29913.37,29873.6,29884.29,1577
2024-01-01 18:15:00,30036.19,30093.24,30029.6,30078.33,1175
2024-01-01 18:30:00,30065.48,30089.28,30048.8,30085.1,685
2024-01-01 18:45:00,30019.78,30031.66,29982.61,29997.43,525
2024-01-01 19:00:00,30108.32,30109.57,30093.73,30105.49,1291
2024-01-01 19:15:00,30014.34,30029.38,30000.12,30027.17,2345
2024-01-01 19:30:00,29935.1,29935.77,29885.06,29903.91,1997
2024-01-01 19:45:00,29894.36,29902.32,29886.03,29894.54,932
2024-01-01 20:00:00,30000.31,30001.98,29949.15,29956.88,2127
2024-01-01 20:15:00,29958.97,29975.71,29900.83,29911.04,1110
2024-01-01 20:30:00,29984.17,30024.22,29970.61,30023.87,776
2024-01-01 20:45:00,30052.15,30066.27,30039.6,30053.47,1260
2024-01-01 21:00:00,30003.31,30018.85,29975.75,29987.56,2376
2024-01-01 21:15:00,29930.39,29935.96,29836.38,29854.66,2208
2024-01-01 21:30:00,29989.16,29996.82,29984.16,29994.76,608
2024-01-01 21:45:00,30043.54,30046.37,30004.07,30015.78,2421
2024-01-01 22:00:00,29986.07,30005.18,29951.26,29968.48,2599
2024-01-01 22:15:00,29979.55,30000.04,29975.74,29986.05,683
2024-01-01 22:30:00,30025.87,30044.93,30023.72,30029.17,806
2024-01-01 22:45:00,29938.46,29963.24,29938.12,29954.58,2998
2024-01-01 23:00:00,29999.75,30002.33,29984.67,29998.26,2444
2024-01-01 23:15:00,29935.77,29963.2,29930.05,29963.16,759
2024-01-01 23:30:00,29992.57,30012.54,29947.44,29958.0,1044
2024-01-01 23:45:00,30002.31,30011.34,29945.39,29954.67,2606
2024-01-02 00:00:00,29977.44,30046.23,29967.61,30038.64,2546
2024-01-02 00:15:00,29929.04,29938.89,29856.39,29867.52,2521
2024-01-02 00:30:00,30098.6,30131.86,30085.09,30115.35,1825
2024-01-02 00:45:00,29994.94,30000.21,29988.68,29990.36,1185
